item_id,part_number,manufacturer,brand,category,type,price_1,price_2,price_3,description,ignore,cut_sheet,haystack
96439.0,NC-8025,TRIDIUM,ACTIVE LOGIX,CONTROLLER,JACE,$1082.05,$1.00,$1082.05,"JACE 8000 Controller, microSD card, 2 10/100 Mb Ethernet ports, 2 RS-485 serial ports.  Licensed for 25 Device/1250 Point Limit. Includes standard open drivers.",,C:\Work\CutSheets\JACE 8000 data sheet (1).pdf,"{'controller': True, 'point': True}"
96440.0,NC-8100,TRIDIUM,ACTIVE LOGIX,CONTROLLER,JACE,$2228.42,$1.00,$2228.42,"JACE 8000 Controller, microSD card, 2 10/100 Mb Ethernet ports, 2 RS-485 serial ports.  Licensed for 100 Device/5000 Point Limit. Includes standard open drivers.",,C:\Work\CutSheets\JACE 8000 data sheet (1).pdf,"{'controller': True, 'point': True}"
96441.0,NC-8200,TRIDIUM,ACTIVE LOGIX,CONTROLLER,JACE,$3139.62,$1.00,$3139.62,"JACE 8000 Controller, microSD card, 2 10/100 Mb Ethernet ports, 2 RS-485 serial ports.  Licensed for 200 Device/10000 Point Limit. Includes standard open drivers.",,C:\Work\CutSheets\JACE 8000 data sheet (1).pdf,"{'controller': True, 'point': True}"
96443.0,DEVICE-50,TRIDIUM,ACTIVE LOGIX,CONTROLLER,JACE,$653.25,$1.00,$653.25,JACE 8000 50 Device/2500 Point Capacity Pack purchased in conjunction with initial Core software. Includes standard open drivers.,,C:\Work\CutSheets\JACE 8000 data sheet (1).pdf,"{'controller': True, 'point': True}"
96444.0,DEVICE-25,TRIDIUM,ACTIVE LOGIX,CONTROLLER,JACE,$1323.25,$1.00,$1323.25,JACE 8000 25 Device/1250 Point Capacity Pack purchased in conjunction with initial Core software. Includes standard open drivers.,,C:\Work\CutSheets\JACE 8000 data sheet (1).pdf,"{'controller': True, 'point': True}"
96445.0,DEVICE-10,TRIDIUM,ACTIVE LOGIX,CONTROLLER,JACE,$661.62,$1.00,$661.62,JACE 8000 10 Device/500 Point Capacity Pack purchased in conjunction with initial Core software. Includes standard open drivers.,,C:\Work\CutSheets\JACE 8000 data sheet (1).pdf,"{'controller': True, 'point': True}"
96446.0,DEVICE-UP-10,TRIDIUM,ACTIVE LOGIX,CONTROLLER,JACE,$829.13,$1.00,$829.13,JACE 8000 10 Device/500 Point Capacity Upgrade available any time after initial Core software purchase.,,C:\Work\CutSheets\JACE 8000 data sheet (1).pdf,"{'controller': True, 'point': True}"
96447.0,DEVICE-UP-25,TRIDIUM,ACTIVE LOGIX,CONTROLLER,JACE,$829.13,$1.00,$829.13,JACE 8000 25 Device/1250 Point Capacity Upgrade available any time after initial Core software purchase.,,C:\Work\CutSheets\JACE 8000 data sheet (1).pdf,"{'controller': True, 'point': True}"
96448.0,DEVICE-UP-50,TRIDIUM,ACTIVE LOGIX,CONTROLLER,JACE,$1490.75,$1.00,$1490.75,JACE 8000 50 Device/2500 Point Capacity Upgrade available any time after initial Core software purchase.,,C:\Work\CutSheets\JACE 8000 data sheet (1).pdf,"{'controller': True, 'point': True}"
96449.0,SMA-3E-1YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$85.43,$1.00,$85.43,JACE 3E - 1 year maintenance  upgrades license to N4,,,"{'controller': True, 'point': True}"
96450.0,SMA-3E-3YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$50.00,$1.00,$50.00,JACE 3E - 3 year maintenance  upgrades license to N4,,,"{'controller': True, 'point': True}"
96451.0,SMA-3E-5YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$50.00,$1.00,$50.00,JACE 3E - 5 year maintenance  upgrades license to N4,,,"{'controller': True, 'point': True}"
96452.0,SMA-6E-1YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$50.00,$1.00,$50.00,JACE 6E - 1 year maintenance  upgrades license to N4,,,"{'controller': True, 'point': True}"
96453.0,SMA-6E-3YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$50.00,$1.00,$50.00,JACE 6E - 3 year maintenance  upgrades license to N4,,,"{'controller': True, 'point': True}"
96454.0,SMA-6E-5YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$50.00,$1.00,$50.00,JACE 6E - 5 year maintenance  upgrades license to N4,,,"{'controller': True, 'point': True}"
96455.0,SMA-7E-1YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$50.00,$1.00,$50.00,JACE 7E - 1 year maintenance  upgrades license to N4,,,"{'controller': True, 'point': True}"
96456.0,SMA-7E-3YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$50.00,$1.00,$50.00,JACE 7E - 3 year maintenance  upgrades license to N4,,,"{'controller': True, 'point': True}"
96457.0,SMA-7E-5YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$50.00,$1.00,$50.00,JACE 7E - 5 year maintenance  upgrades license to N4,,,"{'controller': True, 'point': True}"
96458.0,SMA-8005-1YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$36.85,$1.00,$36.85,JACE 8005 - 1 year maintenance,,,"{'controller': True, 'point': True}"
96459.0,SMA-8005-1YR-INIT,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$36.85,$1.00,$36.85,JACE 8005 - Initial 18 month maintenance must be purchased in conjunction with initial Core software.  Optional 3 or 5 year maintenance may be substituted.,,,"{'controller': True, 'point': True}"
96460.0,SMA-8005-3YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$50.00,$1.00,$50.00,JACE 8005 - 3 year maintenance,,,"{'controller': True, 'point': True}"
96461.0,SMA-8005-5YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$50.00,$1.00,$50.00,JACE 8005 - 5 year maintenance,,,"{'controller': True, 'point': True}"
96462.0,SMA-8010-1YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$73.03,$1.00,$73.03,JACE 8010 - 1 year maintenance,,,"{'controller': True, 'point': True}"
96463.0,SMA-8010-1YR-INIT,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$73.03,$1.00,$73.03,JACE 8010 - Initial 18 month maintenance must be purchased in conjunction with initial Core software.  Optional 3 or 5 year maintenance may be substituted.,,,"{'controller': True, 'point': True}"
96464.0,SMA-8010-3YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$50.00,$1.00,$50.00,JACE 8010 - 3 year maintenance,,,"{'controller': True, 'point': True}"
96465.0,SMA-8010-5YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$50.00,$1.00,$50.00,JACE 8010 - 5 year maintenance,,,"{'controller': True, 'point': True}"
96466.0,SMA-8025-1YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$100.05,$1.00,$100.05,JACE 8025 - 1 year maintenance,,,"{'controller': True, 'point': True}"
96467.0,SMA-8025-1YR-INIT,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$100.05,$1.00,$100.05,JACE 8025 - Initial 18 month maintenance must be purchased in conjunction with initial Core software.  Optional 3 or 5 year maintenance may be substituted.,,,"{'controller': True, 'point': True}"
96468.0,SMA-8025-3YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$50.00,$1.00,$50.00,JACE 8025 - 3 year maintenance,,,"{'controller': True, 'point': True}"
96469.0,SMA-8025-5YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$50.00,$1.00,$50.00,JACE 8025 - 5 year maintenance,,,"{'controller': True, 'point': True}"
96470.0,SMA-8100-1YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$301.50,$1.00,$301.50,JACE 8100 - 1 year maintenance,,,"{'controller': True, 'point': True}"
96471.0,SMA-8100-1YR-INIT,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$301.50,$1.00,$301.50,JACE 8100 - Initial 18 month maintenance must be purchased in conjunction with initial Core software.  Optional 3 or 5 year maintenance may be substituted.,,,"{'controller': True, 'point': True}"
96472.0,SMA-8100-3YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$301.50,$1.00,$301.50,JACE 8100 - 3 year maintenance,,,"{'controller': True, 'point': True}"
96473.0,SMA-8100-5YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$1005.00,$1.00,$1005.00,JACE 8100 - 5 year maintenance,,,"{'controller': True, 'point': True}"
96474.0,SMA-8200-1YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$50.00,$1.00,$50.00,JACE 8200 - 1 year maintenance,,,"{'controller': True, 'point': True}"
96475.0,SMA-8200-1YR-INIT,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$50.00,$1.00,$50.00,JACE 8200 - Initial 18 month maintenance must be purchased in conjunction with initial Core software.  Optional 3 or 5 year maintenance may be substituted.,,,"{'controller': True, 'point': True}"
96476.0,SMA-8200-3YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$50.00,$1.00,$50.00,JACE 8200 - 3 year maintenance,,,"{'controller': True, 'point': True}"
96477.0,SMA-8200-5YR,TRIDIUM,ACTIVE LOGIX,SOFTWARE,JACE - UPDATES,$1840.00,$1.00,$1840.00,JACE 8200 - 5 year maintenance,,,"{'controller': True, 'point': True}"
96478.0,RIBXK420-100,Func Dev,Lynxspring,CURRENT SWITCH,SOLID CORE,$23.13,$1.00,$23.13,"Enclosed Solid-Core AC Sensor, 0-100Amp, 4-20ma, wire leads",,,"{'sensor': True, 'temp': True}"
96479.0,RIBXK420-20,Func Dev,Lynxspring,CURRENT SWITCH,SOLID CORE,$23.13,$1.00,$23.13,"Enclosed Solid-Core AC Sensor, 0-20Amp, 4-20ma, wire leads",,,"{'sensor': True, 'temp': True}"
96480.0,RIBXK420-50,Func Dev,Lynxspring,CURRENT SWITCH,SOLID CORE,$23.13,$1.00,$23.13,"Enclosed Solid-Core AC Sensor, 0-50Amp, 4-20ma, wire leads",,,"{'sensor': True, 'temp': True}"
96482.0,TR50VA003,FUNC DEV,,POWER SUPPLY,AC,$50.00,$1.00,$50.00,50VA 240/208 VAC - 24 VAC TRANSFORMER,,C:\Work\CutSheets\TR50VA003.pdf,{'power': True}
96483.0,RIBXKTA,Func Dev,Lynxspring,CURRENT SWITCH,SOLID CORE,$23.21,$1.00,$23.21,"Enclosed Solid-Core AC Sensor, .5-150Amp, adjustable, terminals",,,"{'sensor': True, 'temp': True}"
96484.0,RIBXKTF,Func Dev,Lynxspring,CURRENT SWITCH,SOLID CORE,$15.71,$1.00,$15.71,"Enclosed Solid-Core AC Sensor, .25-150Amp, fixed, terminals",,C:\Work\CutSheets\RIBXKTF.pdf,"{'sensor': True, 'temp': True}"
96485.0,TR50VA015,FUNC DEV,,POWER SUPPLY,AC,$50.00,$1.00,$50.00,50VA 24V MULTI TAP TRANSFORMER 120/208/240/480VAC SINGLE THREAD,,C:\Work\CutSheets\TR50VA015.pdf,{'power': True}
96487.0,RIBXKTV5-20,Func Dev,Lynxspring,CURRENT SWITCH,SOLID CORE,$19.55,$1.00,$19.55,"Enclosed Solid-Core Transducer, 0-20Amp, 0-5Vdc, terminals",,,{}
96488.0,RIBXKTV5-50,Func Dev,Lynxspring,CURRENT SWITCH,SOLID CORE,$19.55,$1.00,$19.55,"Enclosed Solid-Core Transducer, 0-50Amp, 0-5Vdc, terminals",,,{}
96489.0,RIBXG420-100,Func Dev,Lynxspring,CURRENT SWITCH,SPLIT CORE,$49.53,$1.00,$49.53,"Enclosed Split-Core AC Sensor, 1-100Amp, 4-20ma, fixed, wire leads",,,"{'sensor': True, 'temp': True}"
96490.0,RIBXG420-20,Func Dev,Lynxspring,CURRENT SWITCH,SPLIT CORE,$49.53,$1.00,$49.53,"Enclosed Split-Core AC Sensor, 1-20Amp, 4-20ma, fixed, wire leads",,,"{'sensor': True, 'temp': True}"
96492.0,RIBXGA,Func Dev,Lynxspring,CURRENT SWITCH,SPLIT CORE,$26.55,$1.00,$26.55,"Enclosed Split-Core AC Sensor, .75-150Amp, adjustable, wire leads",,,"{'sensor': True, 'temp': True}"
96493.0,H300,VERIS,ALPS,CURRENT SWITCH,SPLIT CORE,$22.87,$1.00,$22.87,Company Standards_CT_Veris,,C:\Work\CutSheets\Hx00_d0117.pdf,{}
96494.0,RIBXGF,Func Dev,Lynxspring,CURRENT SWITCH,SPLIT CORE,$22.28,$1.00,$22.28,"Enclosed Split-Core AC Sensor, .35-150Amp, fixed, wire leads",,,"{'sensor': True, 'temp': True}"
96495.0,BASRT,CC,MULTIPLE,NETWORK,MEDIA CONVERTER,$50.00,$1.00,$50.00,BACNET ROUTER,,C:\Work\CutSheets\BASrouter-datasheet.pdf,{}
96496.0,RIBXGHA,Func Dev,Lynxspring,CURRENT SWITCH,SPLIT CORE,$34.76,$1.00,$34.76,"Enclosed Split-Core AC Sensor, 120V, .75-150Amp, adjustable, wire leads",,,"{'sensor': True, 'temp': True}"
96497.0,RIBXGHF,Func Dev,Lynxspring,CURRENT SWITCH,SPLIT CORE,$27.99,$1.00,$27.99,"Enclosed Split-Core AC Sensor, 120V, .5-150Amp, fixed, wire leads",,,"{'sensor': True, 'temp': True}"
96498.0,QAM2030.010,SIEMENS,SIEMENS,TEMPERATURE,DUCT,$11.86,$1.00,$11.86,Company Standard - 10k2_Duct,,C:\Work\CutSheets\QAM2030.010.pdf,"{'sensor': True, 'temp': True}"
99584.0,SCE-36EL3008LP,SAGINAW,ALPS,ENCLOSURE,NEMA 1_HINGED COVER,$565.77,$1.00,$565.77,Enclosure Single Door EL Nema 3R 4 12 13,,C:\Work\CutSheets\Saginaw Enclosure.pdf,{}
96541.0,SS-2031ES-EN,STI,KELE,INTERLOCK,GENERAL,$50.00,$1.00,$50.00,EMERGENCY STOP BUTTON,,C:\Work\CutSheets\Emergency Stop.pdf,{}
96542.0,-,-,-,ACTUATOR,BY OTHERS,$50.00,$1.00,$50.00,EXISTING ACTUATOR,,,{}
96543.0,LMB-24-SR,BELIMO,VARIES,ACTUATOR,MODULATING,$50.00,$1.00,$50.00,,,C:\Work\CutSheets\lmb-x-24srt.PDF,{}
96546.0,NFB24-MFT,BELIMO,CONTROL STOP,ACTUATOR,MODULATING,$252.68,$1.00,$252.68,,,C:\Work\CutSheets\belimo_NFB24-MFT_datasheet_en-us.pdf,{}
96549.0,A/RH2-D,ACI,ALPS,HUMIDITY,DUCT_HUM,$121.50,$1.00,$121.50,2% Duct Mounted Humidity Sensor,,C:\Work\CutSheets\AciDuctHumidity.pdf,"{'sensor': True, 'temp': True, 'humidity': True}"
96550.0,TR24-SR,BELIMO,VARIES,ACTUATOR,MODULATING,$50.00,$1.00,$50.00,,,C:\Work\CutSheets\belimo_TR24-SR_US_datasheet_en-us.pdf,{}
96551.0,EC-Smart View,Distech,Active Logix,TEMPERATURE,WALL_TEMP,$50.00,$1.00,$50.00,Smart View Space Sensor,,C:\Work\CutSheets\EC-Smart-Vue_SP.pdf,"{'sensor': True, 'temp': True}"
96552.0,ECB-VAV-S,DISTECH,Active Logix,DISTECH,Controller,$50.00,$1.00,$50.00,,,C:\Work\CutSheets\ECB-VAVS_SP.pdf,{}
96553.0,B215HT029,BELIMO,VARIES,VALVE,REHEAT,$50.00,$1.00,$50.00,".29CV 1/2"" HTCCV",,C:\Work\CutSheets\high_temp_ccv_brochure.pdf,{}
96554.0,B220HT186,BELIMO,VARIES,VALVE,REHEAT,$50.00,$1.00,$50.00,"1.86 3/4"" HTCCV",,C:\Work\CutSheets\high_temp_ccv_brochure.pdf,{}
96555.0,B225HT464,BELIMO,VARIES,VALVE,REHEAT,$50.00,$1.00,$50.00,"4.64 CV 1"" HTCCV",,C:\Work\CutSheets\high_temp_ccv_brochure.pdf,{}
96556.0,B215HT073,BELIMO,VARIES,VALVE,REHEAT,$50.00,$1.00,$50.00,".73 CV 1/2"" HTCCV",,C:\Work\CutSheets\high_temp_ccv_brochure.pdf,{}
96557.0,B225HT046,BELIMO,VARIES,VALVE,REHEAT,$50.00,$1.00,$50.00,".46 CV 1/2"" HTCCV",,C:\Work\CutSheets\high_temp_ccv_brochure.pdf,{}
96558.0,EC-Smart Air - H,Distech,Active Logix,TEMPERATURE,WALL_TEMP,$50.00,$1.00,$50.00,Smart Air Space Sensor W/Humidity,,C:\Work\CutSheets\EC-Smart-Vue_SP.pdf,"{'sensor': True, 'temp': True, 'humidity': True}"
96559.0,PDITE-SENSORSX0,Distech,Active Logix,TEMPERATURE,WALL_TEMP,$50.00,$1.00,$50.00,SPACE SENSOR WITH SP ADJ AND OVR,,C:\Work\CutSheets\Allure EC-Sensor Series_DS.pdf,"{'sensor': True, 'temp': True}"
96560.0,A/DLP-001-W-U-D-A-0,ACI,Control Stop,PRESSURE,FILTER,$50.00,$1.00,$50.00,Filter dp,,C:\Work\CutSheets\DLP.pdf,"{'sensor': True, 'pressure': True}"
96561.0,GTX116-P+,EBTRON,VARIES,FLOW,AIRFLOW STATION,$50.00,$1.00,$50.00,,,C:\Work\CutSheets\Ebtron_Overview.pdf,{}
99585.0,SCE-36P30,SAGINAW,ALPS,ENCLOSURE,NEMA 1_HINGED COVER,$150.25,$1.00,$150.25,SUBPANEL,,C:\Work\CutSheets\Saginaw Sub Panel.pdf,{}
99586.0,IDC-HW1S3TF20,IDEC,MULTIPLE,MISC,PANEL PARTS,$24.14,$1.00,$24.14,3 POSITION SWITCH ,,C:\Work\CutSheets\IDEC HW-Brochure.pdf,{}
96499.0,RIBXGHTF,Func Dev,Lynxspring,CURRENT SWITCH,SPLIT CORE,$28.57,$1.00,$28.57,"Enclosed Split-Core AC Sensor, 120V, .5-150Amp, fixed, terminals",,,"{'sensor': True, 'temp': True}"
96500.0,RIBXGTA,Func Dev,Lynxspring,CURRENT SWITCH,SPLIT CORE,$26.55,$1.00,$26.55,"Enclosed Split-Core AC Sensor, .75-150Amp, adjustable, terminals",,,"{'sensor': True, 'temp': True}"
96501.0,WPM-8000,TRIDIUM,ACTIVE LOGIX,CONTROLLER,JACE,$30.75,$1.00,$30.75,JACE 8000 Wall Adapter,,C:\Work\CutSheets\JACE 8000 data sheet (1).pdf,"{'controller': True, 'point': True}"
96502.0,RIB2401C,FUNC DEV,ALPS,RELAY,RIB,$8.10,$1.00,$8.10,Company Standard,,C:\Work\CutSheets\RIB2401C.pdf,{}
96503.0,QMX2.P33,SIEMENS,SIEMENS,TEMPERATURE,WALL,$58.14,$1.00,$58.14,"RTS, NTC 10K OHM, NO LOGO, COMM",,C:\Work\CutSheets\Siemens QMX 2.pdf,"{'sensor': True, 'temp': True}"
96504.0,RIBXGTV10,Func Dev,Lynxspring,CURRENT SWITCH,SPLIT CORE,$35.57,$1.00,$35.57,"Enclosed Split-Core Multi-Range AC Trnsducer, 0-10Vdc out terminals",,,{}
96506.0,MR1SA,SETRA,ALPS,PRESSURE,ROOM,$87.00,$1.00,$87.00,Company Standard_DP_BP,,C:\Work\CutSheets\DLP.pdf,"{'sensor': True, 'pressure': True}"
96508.0,A/RH5-D-10,ACI,ALPS,HUMIDITY,DUCT_HUM,$60.84,$1.00,$60.84,Company Standards_Humid_Duct,,C:\Work\CutSheets\AciDuctHumidity.pdf,{}
96509.0,RIBXJF,Func Dev,Lynxspring,CURRENT SWITCH,SPLIT CORE,$37.79,$1.00,$37.79,"Enclosed Split-Core AC Sensor, Fixed",,,"{'sensor': True, 'temp': True}"
96510.0,RIBXRA,Func Dev,Lynxspring,CURRENT SWITCH,SOLID CORE,$31.71,$1.00,$31.71,"Enclosed Solid-Core AC Sensor, Adjustable",,,"{'sensor': True, 'temp': True}"
96511.0,RIBXRF,Func Dev,Lynxspring,CURRENT SWITCH,SOLID CORE,$28.80,$1.00,$28.80,"Enclosed Solid-Core AC Sensor, Fixed",,,"{'sensor': True, 'temp': True}"
96512.0,A/CP-R2,ACI,ALPS,TEMPERATURE,WALL,$6.50,$1.00,$6.50,10K Type II Wall MountedTemperature Sensor.,,C:\Work\CutSheets\Thermistor R2.pdf,"{'sensor': True, 'temp': True}"
96513.0,RIBHX24BF,Func Dev,Lynxspring,CURRENT SWITCH,WITH RELAY,$41.33,$1.00,$41.33,"Enclosed Relay/AC Sensor 20Amp SPST-NO 24Vac/dc, mini RIB hsg",,,"{'sensor': True, 'temp': True, 'relay': True}"
96514.0,HEW3VSTD,VERIS,ALPS,TEMPERATURE,WALL,$77.21,$1.00,$77.21,TEMP/HUM 3 % 3 WIRE,,C:\Work\CutSheets\HEW_d0117.pdf,"{'sensor': True, 'temp': True}"
96515.0,RIBX243PA,Func Dev,Lynxspring,CURRENT SWITCH,SOLID CORE,$68.44,$1.00,$68.44,"Enclosed Internal AC Sensor, Adjustable +20Amp 3PST 24Vac/dc Relay",,,"{'sensor': True, 'temp': True, 'relay': True}"
96516.0,RIBX243PA-NC,Func Dev,Lynxspring,CURRENT SWITCH,SOLID CORE,$68.44,$1.00,$68.44,"Enclosed Internal AC Sensor, Adjustable + Relay 20Amp 3PST N/C 24Vac/dc",,,"{'sensor': True, 'temp': True, 'relay': True}"
96517.0,AHE16X16X6,HOFFMAN,ALPS,ENCLOSURE,NEMA 1_HINGED COVER,$48.10,$1.00,$48.10,"16.00"" H x 16.00"" W x 6.00"" D Hinged Cover",,C:\Work\CutSheets\Spec-00259.pdf,{}
96518.0,RIBX243PF-NC,Func Dev,Lynxspring,CURRENT SWITCH,SOLID CORE,$66.53,$1.00,$66.53,"Enclosed Internal AC Sensor, Fixed, + Relay 20Amp 3PST-NC 24Vac/dc",,,"{'sensor': True, 'temp': True, 'relay': True}"
96519.0,RIBX243PV,Func Dev,Lynxspring,CURRENT SWITCH,SOLID CORE,$66.53,$1.00,$66.53,"Enclosed Internal AC Sensor, Analog, + Relay 20Amp 3PST 24Vac/dc",,,"{'sensor': True, 'temp': True, 'relay': True}"
99492.0,GMD-20,VAISALA,ALPS,MISC SENSORS,CO2,$50.00,$1.00,$50.00,WALL CO2,,C:\Work\CutSheets\GMD20-Datasheet-B211432EN_1 (2).pdf,{}
96521.0,RIBX24BA,Func Dev,Lynxspring,CURRENT SWITCH,SOLID CORE,$40.09,$1.00,$40.09,"Enclosed Internal AC Sensor, Adjustable + Relay 20Amp SPDT 24Vac/dc",,,"{'sensor': True, 'temp': True, 'relay': True}"
96522.0,RIBX24BF,Func Dev,Lynxspring,CURRENT SWITCH,SOLID CORE,$36.91,$1.00,$36.91,"Enclosed Internal AC Sensor, Fixed, + Relay 20Amp SPDT 24Vac/dc",,,"{'sensor': True, 'temp': True, 'relay': True}"
96523.0,A70-PL,COMPTUS,KELE,MISC SENSORS,WEATHER,$287.30,$1.00,$287.30,BAROMETRIC SENSOR,,C:\Work\CutSheets\Weather\A70 Series Catalog Page.pdf,"{'sensor': True, 'temp': True}"
96524.0,A76-SD,COMPTUS,KELE,MISC SENSORS,WEATHER,$87.04,$1.00,$87.04,MOUNT FOR A-70 SERIES SENSORS,,C:\Work\CutSheets\A70 Series Catalog Page.pdf,"{'sensor': True, 'temp': True}"
96525.0,A76-T10,COMPTUS,KELE,MISC SENSORS,WEATHER,$100.56,$1.00,$100.56,TRIPOD,,C:\Work\CutSheets\Weather\A70 Series Catalog Page.pdf,{}
96526.0,A70-RLO-T/E,COMPTUS,KELE,MISC SENSORS,WEATHER,$287.30,$1.00,$287.30,RAINFALL SENSOR,,C:\Work\CutSheets\Weather\A70 Series Catalog Page.pdf,"{'sensor': True, 'temp': True}"
96527.0,A70-SDL4-T/E,COMPTUS,KELE,MISC SENSORS,WEATHER,$709.80,$1.00,$709.80,WIND SPEED & DIRECTION,,C:\Work\CutSheets\Weather\A70 Series Catalog Page.pdf,{}
96528.0,22UTH-510L,BELIMO,KELE,MISC SENSORS,WEATHER,$154.98,$1.00,$154.98,OAT / OAH SENSOR,,C:\Work\CutSheets\Weather\installsheet_284_22uth-51.pdf,"{'sensor': True, 'temp': True}"
96529.0,VT7200F5020B,VICONICS,Lynxspring,CONTROLLER,VICONICS,$188.36,$1.00,$188.36,Zone Controller: 2 Analog 0-10V Outputs.,,C:\Work\CutSheets\028-8040-01-SDS-VT7200-A4-EN-CP20200128.pdf,"{'controller': True, 'point': True}"
96531.0,TR-42,HONEYWELL,ACTIVE LOGIX,TEMPERATURE,WALL,$50.00,$1.00,$50.00,SYLK WALL MODULE,,C:\Work\CutSheets\SYLK TR-42.pdf,"{'sensor': True, 'temp': True}"
